ROWID,Country,State LGD Code,State,District LGD Code,District,Year,Ground Water Station Name,Ground Water Station Latitude,Ground Water Station Longitude,Amount of Arsenic,Amount of carbonate,Amount of Calcium,Amount of Chloride,Amount of Electrical Conductivity,Amount of Fluorine,Amount of Iron,Amount of Hydrogencarbonate,Amount of Potassium,Amount of Magnesium,Amount of Nitrate,Amount of Sodium,Percentage of Sodium,Amount of Phosphate Ion,Amount of Residual Sodium Carbonate,Amount of Sodium absorption ratio,Amount of Sulfate,Amount of Silicon dioxide,Amount of Hardness Total,Amount of Alkalinity Total,Amount of Total Dissolved Solids,Amount of Potential of Hydrogen,Mark for Deletion
143330,India,28,Andhra Pradesh,523,West Godavari,2013,Attili-B,16.68055556,81.63055556,,,176,624,4216,0.12,,916,64,112.06,180,548,,,,11.24,358,,900,750.8,,16.04,No
143331,India,28,Andhra Pradesh,523,West Godavari,2013,Bhimavaram,16.53166667,81.52333333,,,272,156,2544,0.42,,342,46,78.14,70,120,,,,2.34,718,,1000,280.4,,16.02,No
143332,India,28,Andhra Pradesh,523,West Godavari,2013,Brahmanacheruvu,16.63333333,81.70833333,,,720,4254,14440,0.28,,354,14,536.74,,1574,,,,15.3,1088,,4004,290.2,,14.76,No
143333,India,28,Andhra Pradesh,523,West Godavari,2013,Buttayagudem-DW14,17.19888889,81.31888889,,,,,,,,,,,,,,,,,,,,,,,No
143334,India,28,Andhra Pradesh,523,West Godavari,2013,Chebrolu 2013DW,16.82361111,81.39166667,,,120,184,1236,0.6,,292,6,24.46,82,96,,,,2.96,28,,400,239.4,,16.46,No
143335,India,28,Andhra Pradesh,523,West Godavari,2013,Cherukuwada-DW14,16.58638889,81.41666667,,,,,,,,,,,,,,,,,,,,,,,No
143336,India,28,Andhra Pradesh,523,West Godavari,2013,Chintalapudi,17.06861111,80.98972222,,24,28,226,2604,2.7,,1038,12,82.7,6,424,,,19.24,12.88,80,,410,890.8,,16.82,No
143337,India,28,Andhra Pradesh,523,West Godavari,2013,Chityala-DW14,17.09305556,81.59388889,,,,,,,,,,,,,,,,,,,,,,,No
143338,India,28,Andhra Pradesh,523,West Godavari,2013,Devarapalle,17.02777778,81.55694444,,,,,,,,,,,,,,,,,,,,,,,No
143339,India,28,Andhra Pradesh,523,West Godavari,2013,Dharmajigudem,16.90944444,80.99777778,,,,,,,,,,,,,,,,,,,,,,,No
143340,India,28,Andhra Pradesh,523,West Godavari,2013,Dharmajigudem1,16.90944444,80.99805556,,,576,1220,5620,4.8,,1098,6,166.52,28,424,,,,5.66,338,,2122,900,,16.22,No
143341,India,28,Andhra Pradesh,523,West Godavari,2013,Dondapudi-DW14,17.21055556,81.54833333,,,,,,,,,,,,,,,,,,,,,,,No
143342,India,28,Andhra Pradesh,523,West Godavari,2013,Eluru-DW13,16.71083333,81.11055556,,,,,,,,,,,,,,,,,,,,,,,No
143343,India,28,Andhra Pradesh,523,West Godavari,2013,Eluru(Postal colony)-DW14,16.70416667,81.085,,,,,,,,,,,,,,,,,,,,,,,No
143344,India,28,Andhra Pradesh,523,West Godavari,2013,Eluru - Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143345,India,28,Andhra Pradesh,523,West Godavari,2013,Erraguntlapalli,17.00222222,81.00833333,,,84,114,870,0.22,,220,6,21.98,62,64,,,,2.28,26,,300,180.4,,16.56,No
143346,India,28,Andhra Pradesh,523,West Godavari,2013,Garagaparru,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143347,India,28,Andhra Pradesh,523,West Godavari,2013,Gollagudem,16.86972222,81.36833333,,,,,,,,,,,,,,,,,,,,,,,No
143348,India,28,Andhra Pradesh,523,West Godavari,2013,Gopalpuram,17.1,81.55,,,28,22,274,0.18,,122,4,12.2,2,12,,,,0.68,10,,120,100,,16.4,No
143349,India,28,Andhra Pradesh,523,West Godavari,2013,Goparam-DW13,16.91472222,81.6975,,,60,92,1004,0.36,,440,20,36.54,2,86,,,2.44,3.06,16,,300,360.6,,16.02,No
143350,India,28,Andhra Pradesh,523,West Godavari,2013,Gopinadhapatnam - Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143351,India,28,Andhra Pradesh,523,West Godavari,2013,Gowrabalu-DW13,16.69833333,81.63111111,,,,,,,,,,,,,,,,,,,,,,,No
143352,India,28,Andhra Pradesh,523,West Godavari,2013,Gudigudem,17.15,81.51666667,,,232,256,2520,0.92,,318,28,44.04,54,232,,,,5.18,598,,760,260.6,,15.5,No
143353,India,28,Andhra Pradesh,523,West Godavari,2013,Gundugolanu,16.77916667,81.22916667,,,,,,,,,,,,,,,,,,,,,,,No
143354,India,28,Andhra Pradesh,523,West Godavari,2013,Gunjavaram,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143355,India,28,Andhra Pradesh,523,West Godavari,2013,Gutala-DW13,17.23444444,81.63833333,,24,60,42,1056,0.38,,488,6,36.54,6,100,,,5.6,3.56,16,,300,440,,16.62,No
143356,India,28,Andhra Pradesh,523,West Godavari,2013,Ipangadi,17.01694444,81.65166667,,,88,312,1784,0.38,,390,50,73.04,42,130,,,,3.5,72,,520,319.6,,16,No
143357,India,28,Andhra Pradesh,523,West Godavari,2013,Itikalakota1,17.25,81.6,,,,,,,,,,,,,,,,,,,,,,,No
143358,India,28,Andhra Pradesh,523,West Godavari,2013,Janampeta,16.81111111,81.04583333,,,100,234,1830,1.22,,464,16,48.74,88,212,,,,6.14,120,,450,380.4,,16.36,No
143359,India,28,Andhra Pradesh,523,West Godavari,2013,Jangareddigudem-1,17.12222222,81.30583333,,,96,348,1916,0.62,,158,66,31.72,190,220,,,,7.04,114,,370,129.6,,16.54,No
143360,India,28,Andhra Pradesh,523,West Godavari,2013,Jangareddygudem,17.12222222,81.30583333,,,,,,,,,,,,,,,,,,,,,,,No
143361,India,28,Andhra Pradesh,523,West Godavari,2013,Kaikaram - Pz 1,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143362,India,28,Andhra Pradesh,523,West Godavari,2013,Kaikaram - Pz 2,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143363,India,28,Andhra Pradesh,523,West Godavari,2013,Kamavarapukota,17.00833333,81.20833333,,,,,,,,,,,,,,,,,,,,,,,No
143364,India,28,Andhra Pradesh,523,West Godavari,2013,Kamavarapukota1,17.00805556,81.20805556,,24,60,78,1450,1.76,,550,52,65.72,74,130,,,2.84,3.9,80,,420,490.8,,16.62,No
143365,India,28,Andhra Pradesh,523,West Godavari,2013,Kanapuram,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143366,India,28,Andhra Pradesh,523,West Godavari,2013,K.bhetipudi,16.46666667,81.63333333,,,240,8082,26440,0.36,,1866,8,535.66,358,5566,,,,64.68,1560,,2802,1529.6,,16.3,No
143367,India,28,Andhra Pradesh,523,West Godavari,2013,Kovvur,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143368,India,28,Andhra Pradesh,523,West Godavari,2013,Kovvuru1,17.00833333,81.72222222,,,,,,,,,,,,,,,,,,,,,,,No
143369,India,28,Andhra Pradesh,523,West Godavari,2013,Koyyalagudem,17.13333333,81.28333333,,,,,,,,,,,,,,,,,,,,,,,No
143370,India,28,Andhra Pradesh,523,West Godavari,2013,Koyyalagudem DW12,17.13333333,81.28333333,,,,,,,,,,,,,,,,,,,,,,,No
143371,India,28,Andhra Pradesh,523,West Godavari,2013,Kummarapurugu 2013DW,16.36666667,81.62222222,,24,96,262,2570,0.3,,952,238,56.04,14,260,,,14,7.38,76,,470,820.4,,17.36,No
143372,India,28,Andhra Pradesh,523,West Godavari,2013,Lakshmipuram(Timmapuram),0,0,,,,,,,,,,,,,,,,,,,,,,,No
143373,India,28,Andhra Pradesh,523,West Godavari,2013,Lingapalem,16.94166667,80.99166667,,,,,,,,,,,,,,,,,,,,,,,No
143374,India,28,Andhra Pradesh,523,West Godavari,2013,Marlagudem,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143375,India,28,Andhra Pradesh,523,West Godavari,2013,Marteru-DW13,16.62555556,81.73888889,,,560,5530,17440,0.32,,488,2,682.42,60,2618,,,,24.84,1488,,4204,400,,14.96,No
143376,India,28,Andhra Pradesh,523,West Godavari,2013,Mogalturu-DW13,16.41333333,81.61416667,,,,,,,,,,,,,,,,,,,,,,,No
143377,India,28,Andhra Pradesh,523,West Godavari,2013,Munipalli,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143378,India,28,Andhra Pradesh,523,West Godavari,2013,Munipalli-DW13,16.85583333,81.71361111,,,36,1872,6470,0.34,,672,8,51.1,,1422,,,10.04,50.5,160,,300,550.8,,15.56,No
143379,India,28,Andhra Pradesh,523,West Godavari,2013,Nadipalli,16.86666667,81.01666667,,,160,368,2278,0.98,,452,68,48.82,92,200,,,,5.02,132,,600,370.6,,16.48,No
143380,India,28,Andhra Pradesh,523,West Godavari,2013,Nallajerla,16.97777778,81.40861111,,,128,192,1302,0.64,,390,10,43.92,44,80,,,,2.2,36,,500,319.6,,15.5,No
143381,India,28,Andhra Pradesh,523,West Godavari,2013,Narsapuram,16.43694444,81.70222222,,24,208,290,2500,0.12,,744,70,53.74,144,220,,,,4.98,110,,740,649.8,,16.76,No
143382,India,28,Andhra Pradesh,523,West Godavari,2013,Narsimhapuram-DW14,16.55833333,81.50194444,,,,,,,,,,,,,,,,,,,,,,,No
143383,India,28,Andhra Pradesh,523,West Godavari,2013,Nidadavolu,16.91666667,81.66805556,,36,24,390,2324,0.26,,378,16,72.96,70,368,,,0.4,11.94,170,,360,369.8,,17.88,No
143384,India,28,Andhra Pradesh,523,West Godavari,2013,Palakol-DW14,16.50944444,81.71972222,,,,,,,,,,,,,,,,,,,,,,,No
143385,India,28,Andhra Pradesh,523,West Godavari,2013,Pamulaparu-DW14,16.63222222,81.46722222,,,,,,,,,,,,,,,,,,,,,,,No
143386,India,28,Andhra Pradesh,523,West Godavari,2013,Pentapadu-DW14,16.78583333,81.52638889,,,,,,,,,,,,,,,,,,,,,,,No
143387,India,28,Andhra Pradesh,523,West Godavari,2013,Penumandra-DW13,16.64583333,81.64861111,,,,,,,,,,,,,,,,,,,,,,,No
143388,India,28,Andhra Pradesh,523,West Godavari,2013,Penumantra,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143389,India,28,Andhra Pradesh,523,West Godavari,2013,Perupalem 2013DW,16.37222222,81.59166667,,24,48,2156,11148,0.34,,1756,220,433.32,270,1600,,,,22.56,854,,1902,1479.4,,16.58,No
143390,India,28,Andhra Pradesh,523,West Godavari,2013,Pipara,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143391,India,28,Andhra Pradesh,523,West Godavari,2013,Polamuru-DW13,16.5675,81.72805556,,48,100,554,4618,0.54,,1526,6,60.9,42,902,,,33.24,24.82,258,,500,1330.8,,17.44,No
143392,India,28,Andhra Pradesh,523,West Godavari,2013,Polavaram,17.26527778,81.31861111,,,,,,,,,,,,,,,,,,,,,,,No
143393,India,28,Andhra Pradesh,523,West Godavari,2013,Polavaram-alt,17.25277778,81.31944444,,24,44,412,2888,0.1,,306,210,97.3,354,294,,,,8,196,,510,290.8,,17.34,No
143394,India,28,Andhra Pradesh,523,West Godavari,2013,Potavaram,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143395,India,28,Andhra Pradesh,523,West Godavari,2013,Pottalakatttugudem-DW13,17.0725,81.25805556,,,,,,,,,,,,,,,,,,,,,,,No
143396,India,28,Andhra Pradesh,523,West Godavari,2013,Pragadavaram,17.02666667,81.02833333,,,112,568,3044,0.86,,550,20,167.9,62,240,,,,4.74,160,,970,450.8,,16.18,No
143397,India,28,Andhra Pradesh,523,West Godavari,2013,Rachuru 2013DW,16.775,81.42361111,,24,64,610,4246,0.12,,684,580,102.2,244,360,,,0.84,9.2,388,,580,600.6,,16.86,No
143398,India,28,Andhra Pradesh,523,West Godavari,2013,Recharla - Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143399,India,28,Andhra Pradesh,523,West Godavari,2013,Relangi-DW13,16.70416667,81.64638889,,24,116,86,1640,0.4,,672,8,48.76,,140,,,4.04,3.9,94,,490,590.8,,17.16,No
143400,India,28,Andhra Pradesh,523,West Godavari,2013,Sarepalle-DW14,16.68861111,81.46555556,,,,,,,,,,,,,,,,,,,,,,,No
143401,India,28,Andhra Pradesh,523,West Godavari,2013,Surappagudem 2013DW,16.80805556,81.24166667,,,40,42,526,0.42,,208,8,21.94,10,36,,,,1.6,22,,190,170.6,,16.36,No
143402,India,28,Andhra Pradesh,523,West Godavari,2013,Tadepalligudem-DW13,16.80666667,81.5375,,,,,,,,,,,,,,,,,,,,,,,No
143403,India,28,Andhra Pradesh,523,West Godavari,2013,Tadikalapudi-PZ,16.9,81.18333333,,,,,,,,,,,,,,,,,,,,,,,No
143404,India,28,Andhra Pradesh,523,West Godavari,2013,Tadipudi,17.15,81.65,,,,,,,,,,,,,,,,,,,,,,,No
143405,India,28,Andhra Pradesh,523,West Godavari,2013,Tadipudi1,17.15138889,81.65055556,,,56,28,516,0.34,,244,4,14.66,4,24,,,0,1.04,6,,200,200,,16.48,No
143406,India,28,Andhra Pradesh,523,West Godavari,2013,Tallapudi-DW13,17.12694444,81.66083333,,24,36,276,2216,0.18,,780,4,87.58,,330,,,9.16,9.56,70,,450,679.4,,16.58,No
143407,India,28,Andhra Pradesh,523,West Godavari,2013,Undi,16.61666667,81.5,,12,196,432,3216,0.3,,854,44,102.36,154,320,,,,6.52,194,,910,720,,16.6,No
143408,India,28,Andhra Pradesh,523,West Godavari,2013,Undrajavaram 2013DW,16.7875,81.69722222,,24,168,120,1586,0.16,,488,16,48.84,108,80,,,,1.98,90,,620,440,,16.96,No
143409,India,28,Andhra Pradesh,523,West Godavari,2013,Valagalapalli,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143410,India,28,Andhra Pradesh,523,West Godavari,2013,Vedangi,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143411,India,28,Andhra Pradesh,523,West Godavari,2013,Veeravasaram,16.53333333,81.65,,,144,2298,8830,0.22,,890,66,234.06,,1360,,,,23.02,284,,1322,729.6,,15.88,No
143412,India,28,Andhra Pradesh,523,West Godavari,2013,Vegeswarapuram,17.11083333,81.67388889,,,,,,,,,,,,,,,,,,,,,,,No
143413,India,28,Andhra Pradesh,523,West Godavari,2013,Vijayrai-DW13,16.80944444,81.04083333,,,92,610,3212,0.56,,524,8,111.96,132,400,,,,9.36,134,,690,429.6,,16.22,No
143414,India,28,Andhra Pradesh,523,West Godavari,2013,Vissakoduru 2013DW,16.55,81.56388889,,,,,,,,,,,,,,,,,,,,,,,No
143415,India,28,Andhra Pradesh,523,West Godavari,2014,Akiveedu-DW14,16.58277778,81.38888889,,120,160,4282,14136,0.74,,794,56,119.32,36,2800,,,-1.56,57.74,130,,890,850.82,,17.76,No
143416,India,28,Andhra Pradesh,523,West Godavari,2014,Akiveedu - Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143417,India,28,Andhra Pradesh,523,West Godavari,2014,Arikereuula-DW-13,17.05166667,81.71972222,,,,,,,,,,,,,,,,,,,,,,,No
143418,India,28,Andhra Pradesh,523,West Godavari,2014,Attili,16.68333333,81.63333333,,,,,,,,,,,,,,,,,,,,,,,No
143419,India,28,Andhra Pradesh,523,West Godavari,2014,Attili1,16.68333333,81.63333333,,,,,,,,,,,,,,,,,,,,,,,No
143420,India,28,Andhra Pradesh,523,West Godavari,2014,Attili-B,16.68055556,81.63055556,,,,,,,,,,,,,,,,,,,,,,,No
143421,India,28,Andhra Pradesh,523,West Godavari,2014,Bhimavaram,16.53166667,81.52333333,,12,176,164,2032,0.46,,220,36,73.16,22,100,,,-21.6,2.26,530,,740,200.32,,16.82,No
143422,India,28,Andhra Pradesh,523,West Godavari,2014,Brahmanacheruvu,16.63333333,81.70833333,,0,512,2694,10434,0.44,,732,10,306.96,70,1200,,,-77.6,14.64,652,,2540,600,,16.2,No
143423,India,28,Andhra Pradesh,523,West Godavari,2014,Buttayagudem-DW14,17.19888889,81.31888889,,,,,,,,,,,,,,,,,,,,,,,No
143424,India,28,Andhra Pradesh,523,West Godavari,2014,Chebrolu 2013DW,16.82361111,81.39166667,,0,92,198,1136,0.66,,158,6,22,102,90,,,-7.64,3.1,24,,320,129.5,,16.06,No
143425,India,28,Andhra Pradesh,523,West Godavari,2014,Cherukuwada-DW14,16.58638889,81.41666667,,,,,,,,,,,,,,,,,,,,,,,No
143426,India,28,Andhra Pradesh,523,West Godavari,2014,Chintalapudi,17.06861111,80.98972222,,,,,,,,,,,,,,,,,,,,,,,No
143427,India,28,Andhra Pradesh,523,West Godavari,2014,Chityala-DW14,17.09305556,81.59388889,,12,48,64,610,,,208,4,19.5,24,44,,,-0.4,1.92,,,200,190.5,,17.38,No
143428,India,28,Andhra Pradesh,523,West Godavari,2014,Devarapalle,17.02777778,81.55694444,,,,,,,,,,,,,,,,,,,,,,,No
143429,India,28,Andhra Pradesh,523,West Godavari,2014,Dharmajigudem,16.90944444,80.99777778,,,,,,,,,,,,,,,,,,,,,,,No
143430,India,28,Andhra Pradesh,523,West Godavari,2014,Dharmajigudem1,16.90944444,80.99805556,,144,48,596,4018,5.1,,672,6,209.16,42,480,,,-7.56,9.44,348,,980,790.82,,18.06,No
143431,India,28,Andhra Pradesh,523,West Godavari,2014,Dondapudi-DW14,17.21055556,81.54833333,,,,,,,,,,,,,,,,,,,,,,,No
143432,India,28,Andhra Pradesh,523,West Godavari,2014,Eluru-DW13,16.71083333,81.11055556,,72,24,560,3220,0.36,,440,56,80.26,122,520,,,3.64,16.2,192,,390,480.66,,17.76,No
143433,India,28,Andhra Pradesh,523,West Godavari,2014,Eluru(Postal colony)-DW14,16.70416667,81.085,,60,52,78,1006,0.6,,232,6,41.4,6,90,,,-0.4,3.2,90,,300,290.16,,17.64,No
143434,India,28,Andhra Pradesh,523,West Godavari,2014,Eluru - Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143435,India,28,Andhra Pradesh,523,West Godavari,2014,Erraguntlapalli,17.00222222,81.00833333,,0,64,184,1876,0.34,,562,166,31.68,100,180,,,6.84,6.5,86,,290,460.66,,16.28,No
143436,India,28,Andhra Pradesh,523,West Godavari,2014,Garagaparru,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143437,India,28,Andhra Pradesh,523,West Godavari,2014,Gollagudem,16.86972222,81.36833333,,,,,,,,,,,,,,,,,,,,,,,No
143438,India,28,Andhra Pradesh,523,West Godavari,2014,Gopalpuram,17.1,81.55,,0,36,42,396,,,134,,12.2,4,32,,,-1.2,1.66,42,,140,109.84,,16.1,No
143439,India,28,Andhra Pradesh,523,West Godavari,2014,Goparam-DW13,16.91472222,81.6975,,48,20,86,846,0.36,,244,6,41.36,4,90,,,2.4,3.74,20,,220,280,,17.22,No
143440,India,28,Andhra Pradesh,523,West Godavari,2014,Gopinadhapatnam - Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143441,India,28,Andhra Pradesh,523,West Godavari,2014,Gowrabalu-DW13,16.69833333,81.63111111,,,,,,,,,,,,,,,,,,,,,,,No
143442,India,28,Andhra Pradesh,523,West Godavari,2014,Gudigudem,17.15,81.51666667,,,,,,,,,,,,,,,,,,,,,,,No
143443,India,28,Andhra Pradesh,523,West Godavari,2014,Gundugolanu,16.77916667,81.22916667,,,,,,,,,,,,,,,,,,,,,,,No
143444,India,28,Andhra Pradesh,523,West Godavari,2014,Gunjavaram,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143445,India,28,Andhra Pradesh,523,West Godavari,2014,Gutala-DW13,17.23444444,81.63833333,,,,,822,,,,,,,,,,,,,,,,,18.04,No
143446,India,28,Andhra Pradesh,523,West Godavari,2014,Ipangadi,17.01694444,81.65166667,,,,,,,,,,,,,,,,,,,,,,,No
143447,India,28,Andhra Pradesh,523,West Godavari,2014,Itikalakota1,17.25,81.6,,,,,,,,,,,,,,,,,,,,,,,No
143448,India,28,Andhra Pradesh,523,West Godavari,2014,Janampeta,16.81111111,81.04583333,,36,,212,1622,,,244,,87.52,,,,,-4,,,,360,260,,16.92,No
143449,India,28,Andhra Pradesh,523,West Godavari,2014,Jangareddigudem-1,17.12222222,81.30583333,,,,,,,,,,,,,,,,,,,,,,,No
143450,India,28,Andhra Pradesh,523,West Godavari,2014,Jangareddygudem,17.12222222,81.30583333,,,,,,,,,,,,,,,,,,,,,,,No
143451,India,28,Andhra Pradesh,523,West Godavari,2014,Kaikaram - Pz 1,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143452,India,28,Andhra Pradesh,523,West Godavari,2014,Kaikaram - Pz 2,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143453,India,28,Andhra Pradesh,523,West Godavari,2014,Kamavarapukota,17.00833333,81.20833333,,,,,,,,,,,,,,,,,,,,,,,No
143454,India,28,Andhra Pradesh,523,West Godavari,2014,Kamavarapukota1,17.00805556,81.20805556,,,,,1552,,,,,,,,,,,,,,,,,16.78,No
143455,India,28,Andhra Pradesh,523,West Godavari,2014,Kanapuram,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143456,India,28,Andhra Pradesh,523,West Godavari,2014,K.bhetipudi,16.46666667,81.63333333,,24,60,100,940,,,342,12,29.24,14,88,,,2,3.3,6,,270,320.32,,17.34,No
143457,India,28,Andhra Pradesh,523,West Godavari,2014,Kovvur,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143458,India,28,Andhra Pradesh,523,West Godavari,2014,Kovvuru1,17.00833333,81.72222222,,,,,,,,,,,,,,,,,,,,,,,No
143459,India,28,Andhra Pradesh,523,West Godavari,2014,Koyyalagudem,17.13333333,81.28333333,,,,,,,,,,,,,,,,,,,,,,,No
143460,India,28,Andhra Pradesh,523,West Godavari,2014,Koyyalagudem DW12,17.13333333,81.28333333,,0,88,206,1298,0.58,,196,14,43.88,154,100,,,-9.56,3.08,40,,400,160.66,,15.96,No
143461,India,28,Andhra Pradesh,523,West Godavari,2014,Kummarapurugu 2013DW,16.36666667,81.62222222,,,,,,,,,,,,,,,,,,,,,,,No
143462,India,28,Andhra Pradesh,523,West Godavari,2014,Lakshmipuram(Timmapuram),0,0,,,,,,,,,,,,,,,,,,,,,,,No
143463,India,28,Andhra Pradesh,523,West Godavari,2014,Lingapalem,16.94166667,80.99166667,,,,,,,,,,,,,,,,,,,,,,,No
143464,India,28,Andhra Pradesh,523,West Godavari,2014,Marlagudem,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143465,India,28,Andhra Pradesh,523,West Godavari,2014,Marteru-DW13,16.62555556,81.73888889,,0,480,6452,23020,0.08,,146,8,924.48,62,3000,,,-195.2,26.1,2140,,5000,119.68,,16.2,No
143466,India,28,Andhra Pradesh,523,West Godavari,2014,Mogalturu-DW13,16.41333333,81.61416667,,84,32,368,2172,0.28,,330,40,77.84,22,300,,,0.4,9.22,148,,400,410.5,,17.94,No
143467,India,28,Andhra Pradesh,523,West Godavari,2014,Munipalli,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143468,India,28,Andhra Pradesh,523,West Godavari,2014,Munipalli-DW13,16.85583333,81.71361111,,48,96,2566,8916,0.32,,428,,379.4,10,1200,,,-54.76,17.4,320,,1800,430.82,,16.78,No
143469,India,28,Andhra Pradesh,523,West Godavari,2014,Nadipalli,16.86666667,81.01666667,,36,72,398,2330,1,,342,78,87.62,106,240,,,-8,6.36,148,,540,340.32,,16.7,No
143470,India,28,Andhra Pradesh,523,West Godavari,2014,Nallajerla,16.97777778,81.40861111,,,,,,,,,,,,,,,,,,,,,,,No
143471,India,28,Andhra Pradesh,523,West Godavari,2014,Narsapuram,16.43694444,81.70222222,,60,112,256,2128,0.1,,414,70,63.36,132,180,,,-4.04,4.76,106,,540,439.34,,17.36,No
143472,India,28,Andhra Pradesh,523,West Godavari,2014,Narsimhapuram-DW14,16.55833333,81.50194444,,108,64,3546,12314,,,390,32,272.38,34,2200,,,-31.2,37.82,556,,1280,499.68,,17.62,No
143473,India,28,Andhra Pradesh,523,West Godavari,2014,Nidadavolu,16.91666667,81.66805556,,84,48,142,1426,0.26,,366,68,38.96,8,160,,,6.4,5.88,58,,280,440,,17.34,No
143474,India,28,Andhra Pradesh,523,West Godavari,2014,Palakol-DW14,16.50944444,81.71972222,,132,48,2240,8248,0.42,,574,38,209.16,28,1400,,,-11.6,27.52,194,,980,690.5,,18.02,No
143475,India,28,Andhra Pradesh,523,West Godavari,2014,Pamulaparu-DW14,16.63222222,81.46722222,,24,44,220,1146,0.58,,220,10,34.1,10,130,,,-1.2,5.06,10,,250,220.32,,17.74,No
143476,India,28,Andhra Pradesh,523,West Godavari,2014,Pentapadu-DW14,16.78583333,81.52638889,,,,,5960,,,,,,,,,,,,,,,,,16.88,No
143477,India,28,Andhra Pradesh,523,West Godavari,2014,Penumandra-DW13,16.64583333,81.64861111,,72,32,908,4156,0.24,,354,106,148.34,18,560,,,-11.2,13.12,338,,690,410.16,,17.78,No
143478,India,28,Andhra Pradesh,523,West Godavari,2014,Penumantra,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143479,India,28,Andhra Pradesh,523,West Godavari,2014,Perupalem 2013DW,16.37222222,81.59166667,,,,,874,,,244,,,,,,,8,,,,,200,,16.54,No
143480,India,28,Andhra Pradesh,523,West Godavari,2014,Pipara,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143481,India,28,Andhra Pradesh,523,West Godavari,2014,Polamuru-DW13,16.5675,81.72805556,,156,64,1532,6144,0.38,,488,96,192.16,24,900,,,-11.6,17.96,184,,950,660,,18.34,No
143482,India,28,Andhra Pradesh,523,West Godavari,2014,Polavaram,17.26527778,81.31861111,,,,,,,,,,,,,,,,,,,,,,,No
143483,India,28,Andhra Pradesh,523,West Godavari,2014,Polavaram-alt,17.25277778,81.31944444,,60,32,298,2314,0.16,,390,76,68.12,134,300,,,2.4,9.72,136,,360,419.68,,17.3,No
143484,India,28,Andhra Pradesh,523,West Godavari,2014,Potavaram,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143485,India,28,Andhra Pradesh,523,West Godavari,2014,Pottalakatttugudem-DW13,17.0725,81.25805556,,0,136,206,1370,1.06,,232,10,36.64,112,80,,,-12,2.22,90,,490,190.16,,16.32,No
143486,India,28,Andhra Pradesh,523,West Godavari,2014,Pragadavaram,17.02666667,81.02833333,,,,,,,,,,,,,,,,,,,,,,,No
143487,India,28,Andhra Pradesh,523,West Godavari,2014,Rachuru 2013DW,16.775,81.42361111,,132,80,836,6124,0.04,,744,900,97.34,298,600,,,9.2,15.06,768,,600,829.84,,17.58,No
143488,India,28,Andhra Pradesh,523,West Godavari,2014,Recharla - Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
143489,India,28,Andhra Pradesh,523,West Godavari,2014,Relangi-DW13,16.70416667,81.64638889,,108,56,226,2222,0.34,,512,26,48.7,18,340,,,10.4,11.34,176,,340,599.68,,18.58,No
143490,India,28,Andhra Pradesh,523,West Godavari,2014,Sarepalle-DW14,16.68861111,81.46555556,,240,48,1986,8366,0.62,,964,36,167.82,22,1500,,,15.2,32.42,86,,810,1190.16,,18.44,No
143491,India,28,Andhra Pradesh,523,West Godavari,2014,Surappagudem 2013DW,16.80805556,81.24166667,,12,36,42,616,,,232,,26.78,,,,,0.4,,,,200,210.16,,16.68,No
143492,India,28,Andhra Pradesh,523,West Godavari,2014,Tadepalligudem-DW13,16.80666667,81.5375,,36,40,64,2636,0.48,,196,6,29.22,2,52,,,0.04,2.16,28,,220,220.66,,17.76,No
143493,India,28,Andhra Pradesh,523,West Godavari,2014,Tadikalapudi-PZ,16.9,81.18333333,,,,,,,,,,,,,,,,,,,,,,,No
